transaction_id,expected_policies,expected_decision,fraud_group_id,is_closing
T-7943,,APPROVE,,false
T-6515,,APPROVE,,false
T-7443,,APPROVE,,false
T-2636,,APPROVE,,false
T-5973,,APPROVE,,false
T-1421,,APPROVE,,false
T-4072,,APPROVE,,false
T-1049,,APPROVE,,false
T-3446,,APPROVE,,false
T-3825,,APPROVE,,false
T-5219,,APPROVE,,false
T-5764,,APPROVE,,false
T-6786,,APPROVE,,false
T-3161,,APPROVE,,false
T-4545,,APPROVE,,false
T-5567,,APPROVE,,false
T-1670,,APPROVE,,false
T-5727,,APPROVE,,false
T-6533,,APPROVE,,false
T-2201,,APPROVE,,false
T-6756,,APPROVE,,false
T-7044,,APPROVE,,false
T-4782,,APPROVE,,false
T-3779,,APPROVE,,false
T-2334,,APPROVE,,false
T-4238,,APPROVE,,false
T-1552,,APPROVE,,false
T-3291,,APPROVE,,false
T-2403,,APPROVE,,false
T-1380,,APPROVE,,false
T-3159,,APPROVE,,false
T-5863,,APPROVE,,false
T-7865,,APPROVE,,false
T-7763,,APPROVE,,false
T-4062,,APPROVE,,false
T-5300,,APPROVE,,false
T-6364,FP-01,CHALLENGE,,false
T-1411,,APPROVE,,false
T-1194,,APPROVE,,false
T-7106,,APPROVE,,false
T-7171,,APPROVE,,false
T-5888,,APPROVE,,false
T-6502,,APPROVE,,false
T-4289,,APPROVE,,false
T-2534,,APPROVE,,false
T-4541,,APPROVE,,false
T-4779,,APPROVE,,false
T-6432,,APPROVE,,false
T-4137,,APPROVE,,false
T-4524,,APPROVE,,false
T-7949,,APPROVE,,false
T-7084,,APPROVE,,false
T-1320,,APPROVE,,false
T-3576,,APPROVE,,false
T-6074,,APPROVE,,false
T-1422,,APPROVE,,false
T-1418,,APPROVE,,false
T-4282,,APPROVE,,false
T-2441,,APPROVE,,false
T-7026,,APPROVE,,false
T-2429,,APPROVE,,false
T-4483,,APPROVE,,false
T-3472,,APPROVE,,false
T-4770,FP-01,CHALLENGE,,false
T-4822,,APPROVE,,false
T-1734,,APPROVE,,false
T-5792,,APPROVE,,false
T-1612,,APPROVE,G-0029,false
T-1613,FP-05,ESCALATE_TO_HUMAN,G-0029,true
T-3070,,APPROVE,,false
T-7765,,APPROVE,,false
T-7455,,APPROVE,G-0030,false
T-7456,,APPROVE,G-0030,false
T-7457,,APPROVE,G-0030,false
T-7458,FP-03,BLOCK,G-0030,true
T-6370,,APPROVE,,false
T-2589,,APPROVE,,false
T-7132,,APPROVE,,false
T-6932,,APPROVE,,false
T-3357,,APPROVE,,false
T-2921,,APPROVE,G-0032,false
T-1299,,APPROVE,,false
T-2116,,APPROVE,,false
T-2908,,APPROVE,,false
T-7054,,APPROVE,,false
T-5426,,APPROVE,G-0031,false
T-2238,,APPROVE,,false
T-5427,,APPROVE,G-0031,false
T-5428,FP-04,BLOCK,G-0031,true
T-4637,,APPROVE,,false
T-2332,,APPROVE,,false
T-4438,,APPROVE,,false
T-2623,,APPROVE,,false
T-2922,,APPROVE,G-0032,false
T-6023,,APPROVE,,false
T-7749,,APPROVE,,false
T-2937,,APPROVE,,false
T-5051,,APPROVE,,false
T-3386,,APPROVE,,false
T-6804,,APPROVE,,false
T-7242,,APPROVE,,false
T-3566,,APPROVE,,false
T-6677,,APPROVE,,false
T-3747,,APPROVE,,false
T-6534,FP-07,ESCALATE_TO_HUMAN,,false
T-3832,,APPROVE,,false
T-4407,,APPROVE,G-0033,false
T-5999,,APPROVE,G-0035,false
T-4571,,APPROVE,,false
T-1131,,APPROVE,,false
T-4320,,APPROVE,,false
T-3578,,APPROVE,,false
T-5264,,APPROVE,,false
T-1162,,APPROVE,G-0037,false
T-7175,,APPROVE,,false
T-7401,,APPROVE,,false
T-3255,,APPROVE,,false
T-4063,,APPROVE,,false
T-5250,,APPROVE,,false
T-7176,,APPROVE,,false
T-2575,,APPROVE,,false
T-4633,,APPROVE,,false
T-5749,,APPROVE,,false
T-5244,,APPROVE,,false
T-5873,,APPROVE,,false
T-2923,FP-11,BLOCK,G-0032,true
T-4694,FP-08,ESCALATE_TO_HUMAN,,false
T-5874,,APPROVE,,false
T-2888,,APPROVE,,false
T-5111,,APPROVE,,false
T-5875,,APPROVE,,false
T-2521,,APPROVE,,false
T-5750,,APPROVE,,false
T-3979,,APPROVE,,false
T-1029,,APPROVE,,false
T-2688,,APPROVE,,false
T-4408,FP-05,ESCALATE_TO_HUMAN,G-0033;G-0034,true
T-3296,,APPROVE,,false
T-7481,,APPROVE,,false
T-2309,,APPROVE,,false
T-3865,,APPROVE,,false
T-5311,,APPROVE,,false
T-3748,,APPROVE,,false
T-6052,,APPROVE,,false
T-4313,,APPROVE,,false
T-1786,,APPROVE,,false
T-3833,,APPROVE,,false
T-3482,FP-07,ESCALATE_TO_HUMAN,,false
T-7233,,APPROVE,,false
T-4766,,APPROVE,,false
T-2599,,APPROVE,,false
T-1828,,APPROVE,,false
T-6000,,APPROVE,G-0035,false
T-6325,,APPROVE,,false
T-5525,FP-05,ESCALATE_TO_HUMAN,G-0034,true
T-3222,,APPROVE,,false
T-5365,,APPROVE,,false
T-4229,FP-08,ESCALATE_TO_HUMAN,,false
T-4519,,APPROVE,,false
T-7182,,APPROVE,,false
T-3240,,APPROVE,,false
T-6221,,APPROVE,,false
T-1163,,APPROVE,G-0037,false
T-6545,,APPROVE,,false
T-2608,,APPROVE,,false
T-5424,,APPROVE,,false
T-4423,,APPROVE,,false
T-4406,,APPROVE,,false
T-3870,,APPROVE,,false
T-6230,,APPROVE,,false
T-4263,,APPROVE,,false
T-1942,,APPROVE,,false
T-1364,,APPROVE,,false
T-3800,,APPROVE,,false
T-6417,FP-02,ESCALATE_TO_HUMAN,,false
T-2651,,APPROVE,,false
T-6309,,APPROVE,,false
T-3749,,APPROVE,,false
T-6310,,APPROVE,,false
T-7726,,APPROVE,,false
T-3834,,APPROVE,,false
T-6905,,APPROVE,,false
T-7855,,APPROVE,,false
T-3401,,APPROVE,,false
T-1993,,APPROVE,,false
T-6001,FP-11,BLOCK,G-0035,true
T-5446,,APPROVE,,false
T-3145,,APPROVE,,false
T-7661,,APPROVE,,false
T-7395,,APPROVE,,false
T-4247,,APPROVE,G-0036,false
T-6410,,APPROVE,,false
T-4248,,APPROVE,G-0036,false
T-3838,,APPROVE,,false
T-3882,,APPROVE,,false
T-4249,FP-04,BLOCK,G-0036,true
T-5220,,APPROVE,,false
T-7673,,APPROVE,,false
T-1164,FP-11,BLOCK,G-0037,true
T-6875,,APPROVE,,false
T-2572,,APPROVE,,false
T-2655,,APPROVE,,false
T-2945,,APPROVE,,false
T-6543,,APPROVE,,false
T-1090,,APPROVE,,false
T-4172,,APPROVE,,false
T-6282,,APPROVE,,false
T-1257,,APPROVE,,false
T-1883,,APPROVE,,false
T-7235,,APPROVE,,false
T-6794,,APPROVE,G-0038,false
T-5491,,APPROVE,,false
T-7404,,APPROVE,,false
T-6795,,APPROVE,G-0038,false
T-4013,,APPROVE,,false
T-6650,,APPROVE,,false
T-6796,FP-04,BLOCK,G-0038,true
T-7447,,APPROVE,,false
T-5866,,APPROVE,,false
T-4675,,APPROVE,,false
T-3254,,APPROVE,,false
T-6994,,APPROVE,,false
T-3198,,APPROVE,,false
T-2523,,APPROVE,,false
T-7383,,APPROVE,,false
T-3244,,APPROVE,,false
T-2860,,APPROVE,,false
T-7178,,APPROVE,,false
T-7444,,APPROVE,,false
T-3758,,APPROVE,,false
T-3759,,APPROVE,,false
T-2140,,APPROVE,,false
T-5884,,APPROVE,,false
T-5431,,APPROVE,,false
T-2367,,APPROVE,,false
T-1933,,APPROVE,,false
T-3420,,APPROVE,,false
T-2988,,APPROVE,,false
T-4538,,APPROVE,,false
T-5107,,APPROVE,,false
T-1221,,APPROVE,,false
T-5557,,APPROVE,,false
T-4204,,APPROVE,,false
T-4590,,APPROVE,,false
T-6971,,APPROVE,,false
T-4915,,APPROVE,,false
T-4295,,APPROVE,,false
T-7843,,APPROVE,,false
T-3252,,APPROVE,,false
T-7495,,APPROVE,,false
T-1769,,APPROVE,,false
T-1822,,APPROVE,,false
T-6694,,APPROVE,,false
T-3852,,APPROVE,,false
T-6138,,APPROVE,,false
T-7691,,APPROVE,,false
T-7070,,APPROVE,,false
T-4522,,APPROVE,,false
T-5818,,APPROVE,,false
T-3091,,APPROVE,,false
T-5540,FP-01,CHALLENGE,,false
T-5565,,APPROVE,,false
T-7448,,APPROVE,,false
T-6087,,APPROVE,,false
T-4136,,APPROVE,,false
T-5681,,APPROVE,,false
T-4583,,APPROVE,,false
T-3879,FP-01,CHALLENGE,,false
T-4743,,APPROVE,,false
T-6157,FP-02,ESCALATE_TO_HUMAN,,false
T-2936,,APPROVE,,false
T-4601,,APPROVE,,false
T-3575,,APPROVE,,false
T-1681,FP-01,CHALLENGE,,false
T-7180,,APPROVE,,false
T-4158,,APPROVE,,false
T-3698,,APPROVE,,false
T-1962,,APPROVE,,false
T-4428,,APPROVE,,false
T-7475,,APPROVE,,false
T-5996,,APPROVE,G-0039,false
T-6462,,APPROVE,G-0040,false
T-7436,,APPROVE,G-0041,false
T-7334,,APPROVE,,false
T-7625,,APPROVE,,false
T-5317,,APPROVE,,false
T-2685,,APPROVE,,false
T-5997,FP-05,ESCALATE_TO_HUMAN,G-0039,true
T-6463,FP-05,ESCALATE_TO_HUMAN,G-0040,true
T-7437,FP-05,ESCALATE_TO_HUMAN,G-0041,true
T-7083,,APPROVE,,false
T-7551,,APPROVE,,false
T-1249,FP-07,ESCALATE_TO_HUMAN,,false
T-5821,,APPROVE,,false
T-3650,FP-06,CHALLENGE,,false
T-7127,,APPROVE,,false
T-3493,,APPROVE,,false
T-4099,,APPROVE,,false
T-7671,,APPROVE,,false
T-2840,,APPROVE,,false
T-5316,FP-01,CHALLENGE,,false
T-2277,,APPROVE,,false
T-2868,,APPROVE,,false
T-5328,,APPROVE,,false
T-6406,,APPROVE,G-0043,false
T-1597,,APPROVE,,false
T-7133,,APPROVE,,false
T-2330,,APPROVE,,false
T-1654,,APPROVE,,false
T-6429,,APPROVE,,false
T-6870,,APPROVE,,false
T-3754,,APPROVE,,false
T-4363,,APPROVE,,false
T-1502,,APPROVE,,false
T-2167,,APPROVE,,false
T-1760,,APPROVE,,false
T-6433,,APPROVE,,false
T-5854,,APPROVE,,false
T-4139,,APPROVE,,false
T-2972,,APPROVE,,false
T-6911,,APPROVE,,false
T-2624,,APPROVE,,false
T-4913,,APPROVE,,false
T-6407,,APPROVE,G-0043,false
T-7849,,APPROVE,,false
T-1273,,APPROVE,,false
T-1551,,APPROVE,,false
T-7775,FP-02,ESCALATE_TO_HUMAN,,false
T-5126,,APPROVE,,false
T-5295,,APPROVE,,false
T-1611,,APPROVE,,false
T-2555,,APPROVE,,false
T-5867,,APPROVE,,false
T-5982,,APPROVE,,false
T-2420,,APPROVE,,false
T-1953,,APPROVE,,false
T-3997,,APPROVE,,false
T-6329,,APPROVE,,false
T-4610,,APPROVE,G-0042,false
T-4611,,APPROVE,G-0042,false
T-4612,,APPROVE,G-0042,false
T-4444,,APPROVE,,false
T-4613,FP-03,BLOCK,G-0042,true
T-5594,,APPROVE,,false
T-1738,,APPROVE,G-0045,false
T-7288,,APPROVE,,false
T-3274,,APPROVE,G-0046,false
T-7289,,APPROVE,,false
T-7290,,APPROVE,,false
T-7934,,APPROVE,,false
T-7525,,APPROVE,,false
T-3334,,APPROVE,,false
T-2847,,APPROVE,,false
T-4856,,APPROVE,,false
T-7850,,APPROVE,,false
T-7842,,APPROVE,,false
T-6445,,APPROVE,,false
T-4879,,APPROVE,,false
T-6408,FP-11,BLOCK,G-0043,true
T-7859,,APPROVE,,false
T-6358,,APPROVE,,false
T-1922,,APPROVE,,false
T-3725,,APPROVE,G-0044,false
T-3726,,APPROVE,G-0044,false
T-3727,,APPROVE,G-0044,false
T-2677,,APPROVE,,false
T-5907,,APPROVE,,false
T-3728,FP-03,BLOCK,G-0044,true
T-6263,,APPROVE,,false
T-2614,,APPROVE,,false
T-6755,,APPROVE,,false
T-4563,,APPROVE,,false
T-7416,,APPROVE,,false
T-7019,,APPROVE,G-0048,false
T-4447,,APPROVE,,false
T-6640,FP-02,ESCALATE_TO_HUMAN,,false
T-1739,FP-05,ESCALATE_TO_HUMAN,G-0045,true
T-7080,,APPROVE,,false
T-5710,,APPROVE,,false
T-3275,FP-05,ESCALATE_TO_HUMAN,G-0046,true
T-7484,,APPROVE,,false
T-1924,,APPROVE,,false
T-4016,,APPROVE,,false
T-6295,,APPROVE,,false
T-6793,,APPROVE,,false
T-3248,,APPROVE,,false
T-1067,,APPROVE,,false
T-5564,,APPROVE,,false
T-1465,,APPROVE,,false
T-5252,,APPROVE,,false
T-4744,,APPROVE,,false
T-4745,,APPROVE,,false
T-4746,,APPROVE,,false
T-5322,FP-06,CHALLENGE,,false
T-1973,,APPROVE,,false
T-4218,,APPROVE,,false
T-1974,,APPROVE,,false
T-2898,,APPROVE,,false
T-5198,,APPROVE,,false
T-2899,,APPROVE,,false
T-5546,,APPROVE,,false
T-2900,,APPROVE,,false
T-2657,,APPROVE,,false
T-4337,,APPROVE,,false
T-4338,,APPROVE,,false
T-4128,,APPROVE,,false
T-6149,,APPROVE,,false
T-1742,,APPROVE,,false
T-2411,,APPROVE,,false
T-4110,,APPROVE,,false
T-1743,,APPROVE,,false
T-1744,,APPROVE,,false
T-4111,,APPROVE,,false
T-2948,,APPROVE,,false
T-4112,,APPROVE,,false
T-1177,,APPROVE,,false
T-5076,,APPROVE,,false
T-6977,,APPROVE,,false
T-7215,,APPROVE,,false
T-7369,,APPROVE,,false
T-2217,,APPROVE,,false
T-1651,,APPROVE,,false
T-4988,,APPROVE,,false
T-6139,,APPROVE,,false
T-7020,,APPROVE,G-0048,false
T-7944,,APPROVE,,false
T-1363,,APPROVE,,false
T-7445,,APPROVE,,false
T-7945,,APPROVE,,false
T-7946,,APPROVE,,false
T-4811,,APPROVE,,false
T-1510,,APPROVE,,false
T-7587,FP-02,ESCALATE_TO_HUMAN,G-0047,false
T-7588,FP-02,ESCALATE_TO_HUMAN,G-0047,false
T-6872,,APPROVE,,false
T-6853,,APPROVE,,false
T-7589,FP-02;FP-04,BLOCK,G-0047,true
T-6903,,APPROVE,,false
T-3444,,APPROVE,,false
T-6924,,APPROVE,,false
T-7927,,APPROVE,,false
T-2702,,APPROVE,,false
T-1306,,APPROVE,,false
T-4347,,APPROVE,,false
T-2500,,APPROVE,,false
T-4081,,APPROVE,,false
T-6196,,APPROVE,,false
T-7336,,APPROVE,,false
T-2089,,APPROVE,,false
T-1454,,APPROVE,,false
T-7144,,APPROVE,,false
T-4028,,APPROVE,,false
T-5265,,APPROVE,,false
T-3458,,APPROVE,,false
T-3477,,APPROVE,,false
T-6927,,APPROVE,,false
T-5467,,APPROVE,,false
T-7021,FP-11,BLOCK,G-0048,true
T-7743,,APPROVE,,false
T-7220,,APPROVE,,false
T-3380,,APPROVE,,false
T-2867,,APPROVE,,false
T-2906,,APPROVE,,false
T-4467,,APPROVE,,false
T-6736,,APPROVE,,false
T-4909,,APPROVE,,false
T-2855,,APPROVE,,false
T-5117,FP-09,BLOCK,,false
T-6249,,APPROVE,,false
T-3524,,APPROVE,,false
T-1071,,APPROVE,G-0049,false
T-1072,,APPROVE,G-0049,false
T-1073,FP-04,BLOCK,G-0049,true
T-5675,,APPROVE,,false
T-7427,,APPROVE,,false
T-6144,,APPROVE,,false
T-3230,FP-09,BLOCK,,false
T-6163,,APPROVE,,false
T-6776,,APPROVE,,false
T-5310,,APPROVE,,false
T-2101,,APPROVE,,false
T-4127,,APPROVE,,false
T-3433,,APPROVE,,false
T-3116,,APPROVE,,false
T-1391,FP-09,BLOCK,,false
T-2035,,APPROVE,,false
T-2181,,APPROVE,,false
T-6039,,APPROVE,,false
T-2841,,APPROVE,,false
T-5960,,APPROVE,,false
T-4014,,APPROVE,,false
T-3271,,APPROVE,,false
T-7412,,APPROVE,,false
T-3480,,APPROVE,,false
T-2228,,APPROVE,,false
T-5513,,APPROVE,,false
T-6219,,APPROVE,,false
T-7807,FP-08,ESCALATE_TO_HUMAN,,false
T-3873,,APPROVE,,false
T-4765,,APPROVE,,false
T-7622,,APPROVE,,false
T-1132,,APPROVE,,false
T-3352,,APPROVE,,false
T-3000,,APPROVE,,false
T-2472,,APPROVE,,false
T-5706,,APPROVE,,false
T-6848,,APPROVE,,false
T-2992,,APPROVE,,false
T-7689,,APPROVE,,false
T-7085,,APPROVE,,false
T-7768,,APPROVE,,false
T-5046,,APPROVE,,false
T-3734,,APPROVE,,false
T-3729,,APPROVE,,false
T-4421,,APPROVE,,false
T-7663,,APPROVE,,false
T-3763,FP-06,CHALLENGE,,false
T-5392,,APPROVE,,false
T-6351,,APPROVE,,false
T-6181,,APPROVE,,false
T-1606,,APPROVE,,false
T-1142,,APPROVE,,false
T-5539,,APPROVE,,false
T-6099,,APPROVE,,false
T-6335,,APPROVE,,false
T-2772,,APPROVE,,false
T-2517,,APPROVE,,false
T-6302,FP-09,BLOCK,,false
T-7315,,APPROVE,,false
T-6901,FP-09,BLOCK,,false
T-1745,,APPROVE,,false
T-2812,FP-01,CHALLENGE,,false
T-7424,FP-01,CHALLENGE,,false
T-4104,,APPROVE,G-0050,false
T-1104,,APPROVE,,false
T-5223,,APPROVE,G-0051,false
T-4364,FP-01,CHALLENGE,,false
T-5308,,APPROVE,,false
T-1776,,APPROVE,,false
T-4105,,APPROVE,G-0050,false
T-1105,,APPROVE,,false
T-1346,,APPROVE,,false
T-5224,,APPROVE,G-0051,false
T-7951,,APPROVE,,false
T-3213,,APPROVE,,false
T-4732,,APPROVE,,false
T-4349,,APPROVE,,false
T-6802,,APPROVE,,false
T-6112,,APPROVE,,false
T-6072,,APPROVE,,false
T-2556,,APPROVE,,false
T-7808,,APPROVE,,false
T-3167,,APPROVE,,false
T-4106,FP-11,BLOCK,G-0050,true
T-1768,,APPROVE,,false
T-5760,,APPROVE,,false
T-1106,,APPROVE,,false
T-2637,,APPROVE,,false
T-5225,FP-11,BLOCK,G-0051,true
T-5722,,APPROVE,,false
T-3195,,APPROVE,,false
T-4750,,APPROVE,,false
T-4712,,APPROVE,,false
T-4332,,APPROVE,,false
T-3931,FP-07,ESCALATE_TO_HUMAN,,false
T-1061,,APPROVE,,false
T-5677,,APPROVE,,false
T-3526,,APPROVE,,false
T-5975,,APPROVE,,false
T-5314,,APPROVE,,false
T-1667,,APPROVE,,false
T-3515,,APPROVE,,false
T-1793,FP-09,BLOCK,,false
T-5457,,APPROVE,,false
T-4599,,APPROVE,,false
T-3168,,APPROVE,,false
T-5355,FP-08,ESCALATE_TO_HUMAN,,false
T-1808,,APPROVE,,false
T-1026,FP-02,ESCALATE_TO_HUMAN,,false
T-6477,,APPROVE,,false
T-4691,,APPROVE,,false
T-5181,,APPROVE,G-0056,false
T-2248,,APPROVE,G-0054,false
T-5984,,APPROVE,,false
T-2559,,APPROVE,,false
T-6789,,APPROVE,,false
T-3649,,APPROVE,,false
T-5949,,APPROVE,,false
T-2795,,APPROVE,G-0052,false
T-2796,,APPROVE,G-0052,false
T-2797,,APPROVE,G-0052,false
T-2798,FP-03,BLOCK,G-0052,true
T-2857,,APPROVE,,false
T-1904,,APPROVE,,false
T-4512,,APPROVE,,false
T-6594,,APPROVE,,false
T-1425,,APPROVE,,false
T-5762,,APPROVE,,false
T-2820,,APPROVE,,false
T-3850,,APPROVE,,false
T-4978,,APPROVE,,false
T-5849,,APPROVE,G-0053,false
T-3533,,APPROVE,,false
T-5850,,APPROVE,G-0053,false
T-5851,,APPROVE,G-0053,false
T-5852,FP-03,BLOCK,G-0053,true
T-6824,,APPROVE,,false
T-2620,FP-06,CHALLENGE,,false
T-3169,,APPROVE,,false
T-7975,,APPROVE,,false
T-4580,FP-06,CHALLENGE,,false
T-7976,,APPROVE,,false
T-7977,,APPROVE,,false
T-4203,,APPROVE,,false
T-2249,FP-05,ESCALATE_TO_HUMAN,G-0054,true
T-1576,,APPROVE,,false
T-1265,,APPROVE,,false
T-1577,,APPROVE,,false
T-1578,,APPROVE,,false
T-5912,,APPROVE,,false
T-1694,,APPROVE,,false
T-5913,,APPROVE,,false
T-6818,,APPROVE,,false
T-3745,,APPROVE,,false
T-5914,,APPROVE,,false
T-1826,,APPROVE,,false
T-4478,,APPROVE,,false
T-5814,FP-08,ESCALATE_TO_HUMAN,,false
T-6784,,APPROVE,,false
T-2866,,APPROVE,,false
T-5182,,APPROVE,G-0056,false
T-4828,,APPROVE,,false
T-7610,,APPROVE,,false
T-2568,,APPROVE,,false
T-6613,,APPROVE,,false
T-4299,,APPROVE,,false
T-6817,,APPROVE,,false
T-1677,,APPROVE,,false
T-5668,,APPROVE,,false
T-6541,,APPROVE,,false
T-7038,,APPROVE,,false
T-2497,,APPROVE,G-0055,false
T-2498,,APPROVE,G-0055,false
T-4154,,APPROVE,,false
T-6348,,APPROVE,,false
T-2499,FP-04,BLOCK,G-0055,true
T-7236,,APPROVE,,false
T-1426,,APPROVE,,false
T-7734,,APPROVE,,false
T-4394,,APPROVE,,false
T-6944,,APPROVE,,false
T-3164,,APPROVE,,false
T-1599,,APPROVE,,false
T-1140,,APPROVE,,false
T-5474,,APPROVE,,false
T-7921,,APPROVE,,false
T-2333,,APPROVE,,false
T-3740,,APPROVE,,false
T-4950,,APPROVE,,false
T-2711,FP-06,CHALLENGE,,false
T-5183,FP-11,BLOCK,G-0056,true
T-2934,,APPROVE,,false
T-4236,,APPROVE,,false
T-3469,,APPROVE,,false
T-3157,,APPROVE,,false
T-6743,,APPROVE,,false
T-2453,,APPROVE,,false
T-7821,,APPROVE,,false
T-1050,,APPROVE,,false
T-4043,,APPROVE,,false
T-7062,,APPROVE,,false
T-6199,,APPROVE,,false
T-4832,,APPROVE,,false
T-6575,,APPROVE,,false
T-1410,,APPROVE,,false
T-3208,,APPROVE,,false
T-3207,,APPROVE,,false
T-1098,,APPROVE,G-0057,false
T-1099,,APPROVE,G-0057,false
T-1100,,APPROVE,G-0057,false
T-1101,FP-03,BLOCK,G-0057,true
T-1064,,APPROVE,,false
T-7185,,APPROVE,,false
T-5732,,APPROVE,,false
T-2353,,APPROVE,,false
T-4619,,APPROVE,,false
T-1135,,APPROVE,,false
T-4620,,APPROVE,,false
T-3796,,APPROVE,,false
T-1775,,APPROVE,,false
T-1898,,APPROVE,,false
T-6487,,APPROVE,,false
T-4755,,APPROVE,,false
T-7095,,APPROVE,,false
T-4294,,APPROVE,,false
T-7750,,APPROVE,,false
T-1069,,APPROVE,,false
T-5787,,APPROVE,,false
T-7820,,APPROVE,,false
T-4227,,APPROVE,,false
T-5277,,APPROVE,,false
T-7620,,APPROVE,,false
T-1602,,APPROVE,,false
T-5822,,APPROVE,,false
T-5823,,APPROVE,,false
T-5824,,APPROVE,,false
T-6527,,APPROVE,,false
T-4360,,APPROVE,,false
T-6591,FP-09,BLOCK,,false
T-2630,,APPROVE,,false
T-7126,,APPROVE,,false
T-2293,,APPROVE,,false
T-1272,,APPROVE,,false
T-2642,,APPROVE,,false
T-3651,,APPROVE,,false
T-5184,,APPROVE,,false
T-1336,,APPROVE,,false
T-5356,,APPROVE,,false
T-7393,,APPROVE,,false
T-2802,,APPROVE,,false
T-2970,,APPROVE,,false
T-1503,,APPROVE,,false
T-2432,,APPROVE,,false
T-7594,,APPROVE,,false
T-7651,,APPROVE,,false
T-5959,,APPROVE,,false
T-3813,,APPROVE,,false
T-6289,,APPROVE,,false
T-2141,,APPROVE,,false
T-5905,,APPROVE,,false
T-6155,,APPROVE,,false
T-2378,,APPROVE,,false
T-6268,,APPROVE,,false
T-2354,,APPROVE,,false
T-7364,,APPROVE,,false
T-2770,,APPROVE,,false
T-3645,,APPROVE,,false
T-1911,,APPROVE,,false
T-4450,,APPROVE,,false
T-2479,FP-07,ESCALATE_TO_HUMAN,,false
T-1514,FP-08,ESCALATE_TO_HUMAN,,false
T-7724,,APPROVE,,false
T-3417,,APPROVE,,false
T-7402,,APPROVE,,false
T-7006,FP-01,CHALLENGE,,false
T-6400,,APPROVE,,false
T-1520,,APPROVE,,false
T-2026,,APPROVE,,false
T-2803,,APPROVE,,false
T-2077,,APPROVE,G-0058,false
T-7125,,APPROVE,,false
T-1774,,APPROVE,,false
T-7714,,APPROVE,,false
T-7337,,APPROVE,,false
T-7195,,APPROVE,,false
T-4798,,APPROVE,,false
T-2078,FP-05,ESCALATE_TO_HUMAN,G-0058,true
T-2877,,APPROVE,,false
T-6069,,APPROVE,,false
T-1173,,APPROVE,,false
T-1110,,APPROVE,,false
T-7514,,APPROVE,,false
T-5776,,APPROVE,,false
T-5804,,APPROVE,,false
T-2689,,APPROVE,,false
T-1279,,APPROVE,,false
T-1297,,APPROVE,,false
T-1190,,APPROVE,,false
T-2190,,APPROVE,G-0059,false
T-3273,,APPROVE,,false
T-6552,FP-08,ESCALATE_TO_HUMAN,,false
T-7906,,APPROVE,,false
T-3484,,APPROVE,,false
T-3928,,APPROVE,,false
T-4346,,APPROVE,,false
T-7686,,APPROVE,,false
T-7496,,APPROVE,,false
T-6275,,APPROVE,,false
T-3089,,APPROVE,,false
T-7032,FP-08,ESCALATE_TO_HUMAN,,false
T-1035,,APPROVE,,false
T-2191,FP-05,ESCALATE_TO_HUMAN,G-0059,true
T-2029,,APPROVE,,false
T-6712,,APPROVE,,false
T-3861,,APPROVE,,false
T-1730,,APPROVE,G-0061,false
T-3961,,APPROVE,,false
T-6340,,APPROVE,,false
T-5447,,APPROVE,,false
T-5367,,APPROVE,,false
T-7638,,APPROVE,,false
T-5349,,APPROVE,,false
T-2720,FP-02,ESCALATE_TO_HUMAN,G-0063,false
T-6220,,APPROVE,,false
T-6092,,APPROVE,G-0060,false
T-6093,,APPROVE,G-0060,false
T-1927,,APPROVE,,false
T-6094,,APPROVE,G-0060,false
T-4777,,APPROVE,,false
T-6095,FP-03,BLOCK,G-0060,true
T-5636,,APPROVE,,false
T-2687,,APPROVE,,false
T-5506,,APPROVE,,false
T-5507,,APPROVE,,false
T-5036,,APPROVE,,false
T-5508,,APPROVE,,false
T-7157,,APPROVE,,false
T-5092,,APPROVE,,false
T-7497,,APPROVE,,false
T-7014,,APPROVE,,false
T-1731,FP-05,ESCALATE_TO_HUMAN,G-0061,true
T-2763,,APPROVE,,false
T-3014,,APPROVE,,false
T-1616,,APPROVE,,false
T-5612,,APPROVE,,false
T-1056,,APPROVE,,false
T-6097,,APPROVE,,false
T-2595,,APPROVE,,false
T-2030,,APPROVE,,false
T-6836,,APPROVE,,false
T-1607,,APPROVE,G-0062,false
T-1608,,APPROVE,G-0062,false
T-4145,,APPROVE,,false
T-1609,FP-04,BLOCK,G-0062,true
T-2721,FP-02;FP-05,ESCALATE_TO_HUMAN,G-0063,true
T-7639,,APPROVE,,false
T-2574,,APPROVE,,false
T-6318,,APPROVE,G-0064,false
T-6319,,APPROVE,G-0064,false
T-6320,,APPROVE,G-0064,false
T-6321,FP-03,BLOCK,G-0064,true
T-2435,,APPROVE,,false
T-5361,,APPROVE,,false
T-7555,,APPROVE,,false
T-4065,,APPROVE,,false
T-5164,,APPROVE,,false
T-5593,,APPROVE,,false
T-6730,FP-06,CHALLENGE,,false
T-6922,,APPROVE,,false
T-4107,,APPROVE,,false
T-3507,,APPROVE,,false
T-3024,,APPROVE,,false
T-6935,,APPROVE,,false
T-2496,,APPROVE,,false
T-3113,,APPROVE,,false
T-4133,,APPROVE,,false
T-7498,,APPROVE,,false
T-6616,,APPROVE,,false
T-6207,,APPROVE,,false
T-5135,,APPROVE,,false
T-2318,,APPROVE,,false
T-5302,,APPROVE,,false
T-2031,,APPROVE,,false
T-2949,,APPROVE,,false
T-3413,,APPROVE,,false
T-6255,,APPROVE,,false
